- Depth 0 | Player 2 | Move None | Score 0.3 | α=0.3, β=inf
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.088 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score -0.088 | α=0.1, β=-0.088
                - Depth 4 | Player 2 | Move 0 | Score -0.088 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.088 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.675 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.688 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -1.0 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -1.0 | α=0.1, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.088 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.088 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score -0.688 | α=0.1, β=-0.688
                - Depth 4 | Player 2 | Move 0 | Score -0.688 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -0.688 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.7 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -1.0 | α=0.1, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.1, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.688 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.688 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score -0.713 | α=0.1, β=-0.713
                - Depth 4 | Player 2 | Move 0 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -1.0 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.725 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.738 | α=0.1, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.713 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score -0.713 | α=0.1, β=-0.713
                - Depth 4 | Player 2 | Move 0 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 0 | Score -0.75 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 1 | Score -0.725 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 2 | Score -0.713 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 3 | Score -1.0 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 4 | Score -1.0 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 5 | Score -0.738 | α=0.1, β=inf
                    - Depth 5 | Player 1 | Move 6 | Score -0.75 | α=0.1, β=inf
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.1, β=-0.713 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.1, β=-0.713 [PRUNED]
        - Depth 2 | Player 2 | Move 1 | Score 0.138 | α=0.138, β=0.1
            - Depth 3 | Player 1 | Move 0 | Score 0.0 | α=0.0, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.025 | α=0.025, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score -0.263 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score 0.025 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score -0.263 | α=0.025, β=0.1
                    - Depth 5 | Player 1 | Move 4 | Score -0.263 | α=0.025, β=0.1
                    - Depth 5 | Player 1 | Move 5 | Score -0.263 | α=0.025, β=0.1
                    - Depth 5 | Player 1 | Move 6 | Score -0.263 | α=0.025, β=0.1
                - Depth 4 | Player 2 | Move 1 | Score 0.012 | α=0.012, β=0.025
                    - Depth 5 | Player 1 | Move 0 | Score -0.025 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 1 | Score 0.0 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 2 | Score 0.012 | α=0.0, β=0.025
                    - Depth 5 | Player 1 | Move 3 | Score -0.275 | α=0.012, β=0.025
                    - Depth 5 | Player 1 | Move 4 | Score -0.275 | α=0.012, β=0.025
                    - Depth 5 | Player 1 | Move 5 | Score -0.275 | α=0.012, β=0.025
                    - Depth 5 | Player 1 | Move 6 | Score -0.275 | α=0.012, β=0.025
                - Depth 4 | Player 2 | Move 2 | Score 0.0 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 0 | Score -0.038 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 1 | Score -0.025 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 2 | Score 0.0 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 3 | Score -0.288 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 4 | Score -0.288 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 5 | Score -0.288 | α=0.0, β=0.012
                    - Depth 5 | Player 1 | Move 6 | Score -0.288 | α=0.0, β=0.012
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score -0.487 | α=0.0, β=-0.487
                - Depth 4 | Player 2 | Move 0 | Score -0.487 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score -0.512 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score -0.5 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score -0.487 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score -0.775 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 4 | Score -0.775 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 5 | Score -0.775 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 6 | Score -0.775 | α=0.0, β=0.1
                - Depth 4 | Player 2 | Move 1 | Score N/A | α=0.0, β=-0.487 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=-0.487 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=-0.487 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=-0.487 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=-0.487 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=-0.487 [PRUNED]
            - Depth 3 | Player 1 | Move 2 | Score 0.138 | α=0.0, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.138 | α=0.138, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score -0.487 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score -0.487 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score 0.1 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score 0.138 | α=0.1, β=0.1
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.138, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.138, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.138, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.337 | α=0.337, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.012 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score 0.025 | α=0.012, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score 0.337 | α=0.025, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.337, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.337, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.337, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.337, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.362 | α=0.362, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score -0.263 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score 0.362 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.362, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.362, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.362, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.325 | α=0.325, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.0 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score -0.263 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score 0.325 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.325, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.325, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.325, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.325, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score 0.288 | α=0.288, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score 0.288 | α=0.288, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score 0.288 | α=0.288, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 3 | Score N/A | α=0.138, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 4 | Score N/A | α=0.138, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 5 | Score N/A | α=0.138, β=0.1 [PRUNED]
            - Depth 3 | Player 1 | Move 6 | Score N/A | α=0.138, β=0.1 [PRUNED]
        - Depth 2 | Player 2 | Move 2 | Score 0.288 | α=0.288, β=0.1
            - Depth 3 | Player 1 | Move 0 | Score 0.0 | α=0.0, β=0.0
                - Depth 4 | Player 2 | Move 0 | Score 0.263 | α=0.263, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.263 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.263, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.263, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.263, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.263, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.263, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.263, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.0 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score -0.038 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score -0.025 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 2 | Score 0.0 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 3 | Score -0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 4 | Score -0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 5 | Score -0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 6 | Score -0.288 | α=0.0, β=0.1
                - Depth 4 | Player 2 | Move 2 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 4 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 5 | Score N/A | α=0.0, β=0.0 [PRUNED]
                - Depth 4 | Player 2 | Move 6 | Score N/A | α=0.0, β=0.0 [PRUNED]
            - Depth 3 | Player 1 | Move 1 | Score 0.288 | α=0.0, β=0.1
                - Depth 4 | Player 2 | Move 0 | Score 0.288 | α=0.288, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.288 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.288, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.288, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 1 | Score 0.8 | α=0.8, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.8 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.8, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.8, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.8, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.8, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.8, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.8, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 2 | Score 0.5 | α=0.5, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.5 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.5, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.5, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.5, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.5, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.5, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 6 | Score N/A | α=0.5, β=0.1 [PRUNED]
                - Depth 4 | Player 2 | Move 3 | Score 0.488 | α=0.488, β=0.1
                    - Depth 5 | Player 1 | Move 0 | Score 0.488 | α=0.0, β=0.1
                    - Depth 5 | Player 1 | Move 1 | Score N/A | α=0.488, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 2 | Score N/A | α=0.488, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 3 | Score N/A | α=0.488, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 4 | Score N/A | α=0.488, β=0.1 [PRUNED]
                    - Depth 5 | Player 1 | Move 5 | Score N/A | α=0.488, β=0.1 [PRUNED]
